description,urgency
"INMOBILIARIA ESTUDIO, sita en la calle Trauko, 22 (local) VENDE piso, en la Travesia C de Uribarri, de unos 50 metros cuadrados construidos aproximadamente, distribuidos en dos dormitorios, sala, cocina y baño. Actualmente estaria sin amueblar pero cabe la posibilidad de amueblarlo por parte del propietario. Eso si, la cocina se encuentra reformada y completamente equipada. Es un inmueble exterior con orientacion sur, por lo que es muy luminoso. La finca dispone de ascensor, a cota cero, su estructura es de hormigon y tiene ventanas de PVC. Ademas, junto al piso y dentro del mismo precio, se vende un trastero a escasos metros de la vivienda. Eso si, la vivienda tiene ciertas humedades que el nuevo propietario tendria que solucionar. En cuanto a comunicaciones, el barrio de Uribarri se encuentra muy bien comunicado con el centro de Bilbao a traves de autobuses y a traves de la linea tres de Metro. Una de sus bocas de metro, en concreto la de la calle Trauko, esta situada a escasos del portal de la vivienda. Para mas informacion, no dude en ponerse en contacto con nosotros bien a traves de telefono en el o bien a traves de nuestro mail. Y, si lo que prefiere es tener mas informacion sobre la totalidad de nuestra oferta de inmuebles en venta o en alquiler en la ciudad de Bilbao, no dude en adentrarse en nuestra pagina web propia. Gracias por su interes, INMOBILIARIA ESTUDIO Seriedad y eficacia a su servicio.",0
"INMOBILIARIA ESTUDIO, sita en la calle Trauko, 22 (local) VENDE bonito piso de unos 50 metros cuadrados construidos aproximadamente, distribuidos en un dormitorio, sala, cocina totalmente equipada y baño con ducha y ventana. Es una cuarta planta sin ascensor, de estructura de hormigon, en prefecto estado para entrar a vivir, con una inmejorable situacion junto al metro. Es una vivienda totalmente exterior, y con orientacion este / oeste, por lo que es una vivienda muy luminosa, con sol de mañana y de tarde. Ademas cuenta con calefaccion individual electrica de bajo consumo y ventanas de PVC. El inmueble esta situado en el barrio de Uribarri, proximo a la calle Trauko y su zona peatonal, donde se ubican la mayoria de los comercios del barrio. Es un piso para entrar a vivir, con el suelo de madera bien cuidado, ventanas de PVC, con calefaccion individual electrica de bajo consumo,.. . En cuanto a comunicaciones, el barrio de Uribarri se encuentra muy bien comunicado con el centro de Bilbao a traves de autobuses y a traves de la linea tres de Metro. Una de sus bocas de metro, en concreto la de la Travesia C de Uribarri, esta situada junto al portal de la vivienda. Para mas informacion, no dude en ponerse en contacto con nosotros bien a traves de telefono en el o bien a traves de nuestro mail; estudiotrauco@gmail. com. Y, si lo que prefiere es tener mas informacion sobre la totalidad de nuestra oferta de inmuebles en venta o en alquiler en la ciudad de Bilbao, no dude en adentrarse en nuestra pagina web propia. Gracias por su interes, INMOBILIARIA ESTUDIO Seriedad y eficacia a su servicio. r.",0
"Piso exterior con orientacion sur, con increibles vistas a la ria de Bilbao para reformar con grandes posibilidades dado su superficie de 173m². Distribuidos en un gran salon comedor con ventanales, cocina, 3 habitaciones actualmente tiene 2, 2 baños completos y 1 aseo. Calefaccion y a/c individual. Dispone de garaje directo y de 2 trasteros. Estructura de hormigon con ascensor. Para mas informacion puedes encontrarnos en cualquiera de nuestras oficinas en Bilbao, en Indautxu y Ensanche, con un equipo humano de gran formacion y experiencia en el sector. Contamos con una amplisima cartera de mas de 3.000 inmuebles en Bizkaia y este de Cantabria, vivienda nueva y de segundo uso, oficinas, locales comerciales, naves… Oficina Indautxu: C/ Perez Galdos 2 Oficina Ensanche: C/Heros 9 O en.",0
"Se vende piso exterior en Campo Volantin con vistas a la ria En una de las zonas mas emblematicas de Bilbao, invitamos a conocer esta vivienda situada en Campo Volantin, una zona centrica, tranquila y arbolada que combina perfectamente la cercania al corazon de la ciudad con un entorno residencial muy agradable. La vivienda cuenta con aproximadamente 115 m² utiles y destaca por su luminosidad y sus grandes ventanales con vistas abiertas a la ria, lo que aporta una sensacion de amplitud y bienestar en todo el espacio. Esta distribuida en cuatro habitaciones con armarios empotrados, un amplio salon-comedor, cocina totalmente equipada con tendedero, dos baños completos y un aseo. Dispone de calefaccion y agua caliente mediante gas natural, para un confort optimo durante todo el año. El edificio cuenta con acceso al portal a cota cero y ascensor adaptado a personas con movilidad reducida, lo que facilita la accesibilidad para todos los perfiles. La zona ofrece todos los servicios necesarios: metro, supermercados, centros educativos, zonas verdes y una excelente conexion tanto a pie como en transporte publico. Se ofrece la posibilidad de adquirir una parcela de garaje por 41.500 euros, asi como un trastero por 12.500 euros. Ademas, existe la opcion de adquirir mas parcelas de garaje si se desea. OMMINMOBILIARIA.",0
"Precioso piso a estrenar, frente a la Basilica de Begoña, cerca de todos los transportes publicos, de Colegios, Centros de Salud, Supermercados, etc. Consta de calefaccion y agua caliente central, 2 habitaciones, 2 baños completos, uno de ellos en la habitacion principal. Armarios empotrados completos en las dos habitaciones, amplio salon y amplia cocina totalmente amueblada y nueva a estrenar (vitro, campana, lavadora, horno, microondas y combi). Rodeada de jardines y zonas verdes. ABSTENERSE INMOBILIARIAS. SoLO PARTICULARES.",0
"INMOBILIARIA KINTANA pone a la venta un caprichoso piso para alguien especial. Tiene una reforma integral pensada para personas que valoren su intimidad y les guste recibir a amigos/familia en su casa. ¿Contradictorio? ¡ NO! Esta ubicado en un sitio privilegiado, con vistas increibles al Ayuntamiento y a la ria. Desde su balcon se puede ver todos los acontecimientos importantes de Bilbao. ¡Siempre acaban en el Ayuntamiento! La cabalgata de Reyes, Olentzero, recibimiento al Athletic...y si no hay acontecimiento, tendras delante la Plaza Ernesto Erkoreka y a lo lejos veras hasta las torres de Isozaki. Es un balcon muy solicitado. Si no quieres estar en el balcon porque hace frio, tambien podras disfrutar de las vistas y de agradable luz natural que entra al amplio salon donde las reuniones familiares o con amigos, seran todo un exito. Esto no es todo, si prefieres un lugar mas recogido, este piso dispone de un patio de uso exclusivo donde podras hacer barbacoas y tomar el sol. La cocina totalmente equipada con electrodomesticos Bosch y el dormitorio con un vestidor a capricho y una zona de trabajo estan situados en la parte de atras de la casa con vistas y salida al patio. Tiene un baño amueblado con mucho gusto con una bañera hidromasaje que segun la ves ya quieres darte un baño y un aseo para invitados. Es un primer piso que aunque no tiene ascensor su acceso es muy comodo. Si ya te esta pareciendo caprichoso el piso, todavia faltan detalles que es mejor verlos alli mismo. Llamanos y te lo enseñamos, te encantara! ¡CONTACTE CON NOSOTROS PARA CONCERTAR UNA VISITA, Y NO DUDE EN LLAMARNOS O ESCRIBIRNOS SI TIENE ALGUNA DUDA! Whatsapp: Correo: tlf: En Inmobiliaria Kintana estamos para asesorarte en la Plaza del Gas, frente al Ayuntamiento, a dos minutos del metro de San Nicolas y de la parada de autobus. Si lo que quieres es poner tu piso en venta porque tu vida necesita un cambio te lo valoramos de manera gratuita, realizamos certificados energeticos, te facilitamos contactos de coordinadores de gremios y te aconsejamos de cual seria la forma ideal para que la venta se lleve a cabo de la manera mas agil. Disponemos de una amplia cartera de clientes a los que ofrecer tu piso o local. Si lo que quieres es comprar ven a visitarnos y seguro que podemos ofrecerte lo que estas buscando. Te asesoramos economicamente y te acompañamos en todo el camino de la compra mas importante en la vida( una vivienda) hasta que dispongas de las llaves de la misma. Somos un grupo de personas con mas de 20 años de experiencia en sector inmobiliario, donde te prestamos un servicio personalizado, comprometiendonos con cada uno de nuestros clientes. Contamos con un servicio integral de coordinacion de gremios, certificados energeticos, mudanzas y seguros. Buscamos tu tranquilidad¡.",1
"¡Descubre tu nuevo hogar en el corazon de Bilbao! Este espacioso piso en venta en Campo Volantin te ofrece una ubicacion inmejorable con vistas impresionantes a la ria. Con 125 m² construidos y 120 m² utiles, este luminoso piso cuenta con cuatro dormitorios, incluyendo uno de servicio, y dos baños completos. Situado en la quinta planta de un edificio con ascensor, disfrutaras de una orientacion sur que garantiza luz natural durante todo el dia. El piso necesita una actualizacion, lo que te brinda la oportunidad perfecta para personalizarlo a tu gusto. Equipado con calefaccion de gas natural te asegura confort durante todo el año. Ademas, su ubicacion estrategica te situa cerca de supermercados, hoteles y restaurantes, facilitando tu dia a dia. Con armarios empotrados y un diseño exterior en rotonda a dos calles, este inmueble es ideal para quienes buscan espacio y comodidad en una de las zonas mas codiciadas de Bilbao. ¡No pierdas la oportunidad de visitarlo y convertirlo en el hogar de tus sueños!",0
"Piso en venta en Monte Aldamiz, Bilbao – luminoso y bien ubicado Se vende acogedor piso de 76 m², situado en Monte Aldamiz, una zona tranquila y bien comunicada de Bilbao. La vivienda cuenta con 3 habitaciones, 1 baño completo, cocina independiente, un salon amplio y luminoso y un balcon exterior perfecto para disfrutar del aire libre y las vistas. Se trata de un primero sin ascensor que, a efectos practicos, corresponde a un cuarto piso, ya que el portal se encuentra a la altura de una tercera planta. El entorno ofrece todas las comodidades del dia a dia: comercios de barrio, colegios, centros de salud y transporte publico cercano. Ademas, la vivienda esta muy bien conectada gracias a la cercania a la estacion de metro, que facilita el acceso rapido al centro de Bilbao y a otros puntos de la ciudad. Tambien se encuentra a pocos minutos de zonas verdes como el Parque Etxebarria, ideales para disfrutar del ocio al aire libre. Una vivienda luminosa, con buena distribucion y en una ubicacion excelente, lista para adaptarla a tu gusto y convertirla en tu nuevo hogar. Honorarios de la agencia, gastos de compra e impuestos no incluidos en el precio.",0
"Vivienda en pleno centro de Bilbao – 230.000 € Oportunidad de adquirir un piso muy bien ubicado, a pocos minutos del Ayuntamiento y del Campo Volantin, con excelentes comunicaciones y todos los servicios a mano. Distribucion (50 m²): Salon-comedor con dos ambientes diferenciados Cocina equipada con horno, placa, lavadora y frigorifico 2 habitaciones muy luminosas Baño completo tambien con ventana La vivienda es muy luminosa, situada en un 4º piso sin ascensor, lo que le aporta tranquilidad y claridad natural durante todo el dia. Una opcion practica y atractiva para quienes buscan vivir en el centro de Bilbao o invertir en una zona consolidada y con alta demanda. Para mas informacion o concertar una visita, no dudes en llamarnos.",0
"Exclusiva Vivienda en Primera Linea de Ria. Descubre esta extraordinaria propiedad de 115 m² en uno de los edificios mas emblematicos de Bilbao. Con una inmejorable orientacion sur, su espectacular terraza de 35 m² brinda vistas panoramicas a la ria, el Puente de Calatrava y el Museo Guggenheim. Su diseño elegante y funcional maximiza la luz natural y el espacio, ofreciendo un amplio salon con cocina integrada de la prestigiosa firma Boffi, tres habitaciones (una en suite con acceso directo a la terraza) y dos baños. La vivienda se completa con una parcela de garaje doble y dos trasteros, garantizando la maxima comodidad. En perfecto estado y lista para entrar a vivir, esta es una oportunidad unica para quienes buscan exclusividad, confort y una ubicacion privilegiada. RESUMEN: 115 m² Terraza de 35 m² 3 habitaciones (una en suite con salida a la terraza). 2 baños 2 trasteros Acabados de alta calidad Orientacion Sur, garantizando maxima luminosidad Garaje de 25 m² con entrada directa, ideal para dos coches Instalaciones: Aire acondicionado, suelos insonorizados, persianas y toldos electricos Edificio: Conserjeria, ascensores panoramicos, solarium, jardin interior, sin barreras arquitectonicas.",0
"Oportunidad solo para inversores. El activo se encuentra ocupado por persona sin justo titulo. Debido al estado ocupacional del activo, no se pueden realizar visitas al mismo. Piso de 75 m² ubicado en Bilbao, Vizcaya. Se trata de un piso de 75 m² distribuidos en salon-comedor, cocina, 2 dormitorios y 1 baño. Este inmueble se situa en el barrio de Zurbaranbidea, una zona residencial consolidada dentro del nucleo urbano de Bilbao, con excelentes accesos a traves de la carretera BI-625 y la autopista A-8, que facilitan la conexion con el centro de la ciudad y otras localidades cercanas.En la zona de Zurbaranbidea podemos encontrar una amplia oferta de servicios como supermercados, restaurantes, centros educativos, oficinas bancarias y comercios diversos. Bilbao cuenta con una excelente red de transporte publico, incluyendo varias lineas de autobus urbano que conectan con diferentes puntos de la ciudad, asi como estaciones de metro cercanas que facilitan el acceso rapido y comodo al centro y a otras areas metropolitanas. Ademas, la proximidad a la autopista A-8 permite un acceso agil a la red de autovias del Pais Vasco. En cuanto a servicios sanitarios, destaca el Hospital de Basurto, uno de los principales centros hospitalarios de la ciudad, ademas de varios centros de salud en las inmediaciones. Para el ocio y la cultura, Bilbao ofrece numerosos espacios de interes como el Museo Guggenheim, el Parque de Doña Casilda y el Palacio Euskalduna, todos accesibles desde esta ubicacion.Con nuestros servicios podra encontrar piso que necesita y asegurar su inversion con el mejor de los asesoramientos especializados. Empiece ahora mismo pidiendo mas informacion. Un responsable cercano a usted le atendera personalmente. - El inmueble ha sido adquirido a traves de un procedimiento judicial (concursal o hipotecario) por el vendedor, el cual no ha tomado todavia posesion del mismo. El Inmueble se transmite sin conocerse por parte del Vendedor el estado de conservacion actual, ni su situacion ocupacional, arrendaticia, de servicios y de suministros. El Inmueble se transmitira: (i) como cuerpo cierto y a tanto alzado (ii) como un todo, inseparable (iii) en el estado registral y catastral en el que se encuentre (iv) en el estado fisico, calidades, juridico, urbanistico, administrativo, de licencias, de proteccion, de conservacion y limpieza en el que se encuentre (v) al corriente de gastos e impuestos que por Ley corresponda al Vendedor y (vi) sin dotacion de servicios y suministros.El Adquirente asumira: (i) la situacion fisica y estado de conservacion (ii) la situacion urbanistica (iii) las discrepancias entre la realidad fisica y la realidad registral y catastral o en la cabida del Inmueble (iv) la adecuacion registral y catastral del Inmueble y (v) los tramites que conlleven la obtencion de la Posesion Judicial del Inmueble.La Propiedad no respondera de/l: (i) estado de conservacion (ii) los vicios vistos y aparentes (iii) la regularizacion registral o catastral (iv) las discrepancias de cabida, que pudieran existir (v) responsabilidad alguna en la obtencion de la cedula de habitabilidad del Inmueble, salvo que en la Comunidad Autonoma donde se ubique el Inmueble sea obligatoria su entrega y (vi) cualesquiera costes, gastos, honorarios, aranceles o tributos que se deriven de lo anterior.El estado de ocupacion y/o los impedimentos para que el inmueble pueda ser visitado libremente por los tecnicos impedirian: i) su tasacion oficial conforme exige la Orden ECO/805/2003, de 27 de marzo, por lo que el inmueble, mientras perdure la situacion ocupacional, no podria ser hipotecado, en consecuencia, no podria constituirse financiacion hipotecaria sobre este tipo de fincas, cuya adquisicion requerira el otorgamiento de otro tipo de garantias en caso de solicitarse financiacion y ii) la obtencion por parte de la propiedad del certificado de eficiencia energetica.El pr.",1
SE VENDE CASA EN ARTXANDA Casa para reformar y ponerla a tu gusto. consta de dos plantas y terreno de 4380m2 Vive en un entorno privilegiado a un paso de Bilbao.,0
"Coqueto atico. Totalmente exterior orientacion sur. Trastero integrado en la vivienda. Edificio de hormigon. Ascensor. Barrio tranquilo cerca del Guggenheim junto al campo volantin. 1 habitacion, baño doble de obra, chimenea, salon cocina integrada, materiales de calidad.",0
"Vivienda espectacular, compuesta de 5 habitaciones, 3 de ellas con baño en suite. Salon de 60m2 aprox. Cocina de 30 m2 aprox y con aire acondicionado. Aseo para visitas. 2 puertas de acceso con posibilidad de 3. IMPORTANTE: vivienda segregable en 2 viviendas. Tiene trastero de 7m2 en planta primera. Y asimismo, tiene garaje opcional. La vivienda esta terminada con materiales nobles de primera calidad. ABSTENERSE INMOBILIARIAS. SoLO PARTICULARES.",1
"ELKANO TXURDINAGA VENDE EN EXCLUSIVA Magnifico Piso situado en Txurdinaga. A escasos metros del Gran PARQUE EUROPA con todo tipo de comercios y facilidades en los alrededores asi como: Autobus, metro, supermercados, bancos y zonas de ocio. Descripcion de la vivienda: Se trata de una vivienda con una superficie de 82m2, Con Hall Amplio, Sala Comedor, Cocina. tres amplios Dormitorios totalmente exteriores, Un Baño y Aseo, muy Luminoso y con estupendas vistas. Aunque necesita una reforma integral, su gran potencial y ubicacion estrategica la convierten en una opcion ideal para renovar a tu gusto. Esta exclusiva vivienda esta situada en un edificio de hormigon, con ascensor cota cero. Sin duda, En definitiva, una propiedad unica en un entorno centrico y emblematico. No dudes en visitarla! Si desea mas informacion, quiere conocer algun otro aspecto relacionado con el inmueble o quiere realizar una visita al mismo, no dude en ponerse en contacto con nosotros a traves de nuestro email, telefono o pagina web. Le atenderemos con mucho gusto y sin ningun tipo de compromiso. En Grupo ELKANO, contamos con protocolos que garantizan tu seguridad para visitar nuestras viviendas. Pregunta a nuestros agentes por las condiciones de financiacion y reformas.",0
"D&T Inmobiliaria te ofrece en exclusiva esta magnifica vivienda totalmente exterior situada en una de las zonas mas centricas de Txurdinaga, en un edificio con todo lo que necesitas para disfrutar del maximo confort como 2 ascensores a cota cero, txoko para celebraciones privadas, pistas de padel y tenis, gimnasio equipado, amplias zonas ajardinadas y solarium en la azotea con una gran terraza comunitaria para tomar el sol y disfrutar de las vistas. La vivienda dispone de: - 4 amplias habitaciones, todas ellas con armarios empotrados. - 2 baños completos. - Salon comedor de 30m2, amplio y luminoso. - Cocina indendiente totalmente equipada, con comedor a parte y una practica despensa. - 2 plazas de garaje con acceso directo al ascensor. Una vivienda pensada para quienes buscan comodidad, exclusividad y un entorno con servicios de primera.",0
"Txurdinaga – Avda. Txomin Garat ¿Buscas piso en una zona tranquila pero bien conectada? ¡Este puede ser tu nuevo hogar! Ubicacion de 10: A un paso de zonas ajardinadas para tus paseos o entrenos. A otro paso de la boca de metro de Zabalbide. Comunicacion perfecta con todo Bilbao. El edificio: Hormigon solido y moderno. 2 ascensores a cota cero (adios a las escaleras eternas ). Servicios centrales de calefaccion y agua caliente, con contadores individuales (paga lo que consumes, ni mas ni menos). La vivienda (93 m² construidos, toda exterior): Orientacion sur y grandes ventanales: muy soleado y luminoso durante todo el dia . Gran hall de entrada con armario empotrado XXL. Salon-comedor con salida a terraza abierta (ideal para cafes al sol ). Cocina amplia, tambien con acceso a la terraza. 3 habitaciones luminosas, 2 con armarios empotrados. Baño espacioso, con posibilidad de sacar un segundo. Y la guinda: ¡parcela de garaje cerrada en el mismo edificio! Un piso amplio, bien distribuido, con terraza, garaje, muchisima luz natural y una ubicacion de lujo. ¡Solo falta que vengas a verlo y te enamores! .",0
"Piso reformado, luminoso y listo para entrar a vivir INMOBILIARIA KAMIRUNE vende en EXCLUSIVA acogedor piso en sexta planta con ascensor recien instalado y totalmente pagado, lo que garantiza comodidad y accesibilidad en el dia a dia. La vivienda destaca por su luminosidad excepcional gracias a su doble orientacion: este y oeste, lo que permite disfrutar de luz natural durante todo el dia. Caracteristicas principales: - Ubicacion privilegiada, junto a la salida del metro - Superficie bien distribuida tras una reforma que transformo la vivienda de 3 a 2 habitaciones, ofreciendo estancias mas amplias y confortables. - Salon amplio y luminoso -Cocina moderna y totalmente equipada, lista para el uso. - Dos dormitorios espaciosos - Baño reformado. - Ventanas de PVC oscilobatientes, que aseguran aislamiento termico y acustico. - Amueblado: se entrega con mobiliario, listo para entrar a vivir desde el primer dia. - Videoportero para mayor seguridad y comodidad. - Camaras de vigilancia en la comunidad Por que elegir esta vivienda: - Perfecta como primera vivienda para una familia o pareja que busque comodidad y luminosidad. - Gran oportunidad para inversores, con alta rentabilidad gracias a su ubicacion y caracteristicas. - Reforma reciente y ascensor nuevo, lo que significa que no tendras que preocuparte por derramas importantes. Un piso cuidado, con mucha luz y todas las comodidades modernas en un barrio tranquilo, con transporte, servicios y junto al metro. Contacta con nosotros para organizar una visita y descubrir tu proximo hogar o inversion segura.",0
"¡Tu nuevo hogar te espera en Otxarkoaga, Bilbao! Descubre esta fantastica oportunidad un piso de 60 m² para reformar, perfecto para diseñar a tu gusto. Totalmente exterior y muy soleado, este hogar esta listo para llenarse de vida. Consta de salon, cocina, 3 dormitorios y 1 baño. Equipado con calefaccion de gas natural y ventanas de aluminio, se encuentra en un edificio con ascensor a cota 0. Su ubicacion es inmejorable: a pocos pasos de la estacion de metro, ambulatorio y rodeado de tiendas y servicios. ¡Haz de este piso el hogar de tus sueños en una zona perfectamente comunicada! Para mas informacion puedes encontrarnos en cualquiera de nuestras oficinas en Bilbao, en Indautxu y Ensanche, con un equipo humano de gran formacion y experiencia en el sector. Contamos con una amplisima cartera de mas de 3.000 inmuebles en Bizkaia y este de Cantabria, vivienda nueva y de segundo uso, oficinas, locales comerciales, naves… Oficina Indautxu: C/ Perez Galdos 2 Oficina Ensanche: C/Heros 9 O en.",0
"¡OPORTUNIDAD DE INVERSIoN en Txurdinaga con GARAJE y TRASTERO! Piso con inquilino y rentabilidad inmediata! Inmobiliaria Kamirune vende magnifico piso exterior de 3 habitaciones y 2 baños, ubicado en una de las mejores zonas de Txurdinaga. Ideal para inversores, ya que actualmente esta alquilado a inquilinos solventes con un contrato vigente hasta diciembre de 2027, generando una renta mensual de 978 €. Construido en 2002, el inmueble destaca por sus excelentes calidades y buen estado de conservacion: - Amplio salon-comedor con acceso a balcon y vistas al parque. - Cocina equipada con electrodomesticos de primeras marcas. - Dormitorio principal con baño en suite y vestidor. - Baños reformados con diseño moderno (uno con bañera y otro con ducha). - Suelos de parquet y ventanas de aluminio oscilobatientes. - Calefaccion individual de gas natural (caldera cambiada hace 2 años). - Incluye garaje y un amplio trastero de 12 m². Ubicacion inmejorable con metro, autobus, colegios, centros medicos y todos los servicios cercanos. Rentabilidad inmediata en una zona de alta demanda. ¡No dejes pasar esta oportunidad!",1
"Impresionante vivienda totalmente exterior con orientacion este, con mucha luz y vistas. La vivienda consta de 3 habitaciones, la principal con baño incorporado, otro cuarto de baño completo que da servicio al resto de la vivienda, la zona de descanso de la vivienda esta independizada de la zona de ocio, que encontramos en un espacio diafano de mas de 30 metros cuadrados en el destaca, la cocina completamente amueblada (Cuenta con secadora), con electrodomesticos de alta gama, frigorifico americano de doble puerta campana extractora integrada en el techo, la zona del salon-comedor forma un conjunto idoneo para compartir el tiempo con familia y amigos. Los suelos de madera natural AC5. La vivienda fue reformada TOTALMENTE hace 3 años, instalaciones de luz, agua, ventanas, carpinteria interior y exterior. La vivienda se encuentra en una urbanizacion de acceso privado con zona ajardinada ideal para niños. En el precio esta incluido un garaje para vehiculo de cualquier tamaño en los bajos de la urbanizacion.",0
"La vivienda consta de 2 habitaciones ambas con grandes armarios empotrados, 1 baño completo y cocina completamente equipada. Esta totalmente reformado con los mejores materiales, incluida fontaneria y electricidad. Suelos de madera maciza de 2,2 cm, alogenos de diseño, ventanas de aluminio oscilobatientes de doble cristal Climalit, calefaccion electrica Climastar de pizarra, puertas correderas empotradas de cristal ( de diseño ) con perfileria de aluminio, video portero. Situada en una de las zonas mas tranquilas con todos los servicios al alcance: metro, autobuses, colegios publicos y concertados ( Kirikiño, Begoñaspi, ColegioAleman ), ambulatorio, supermercados y bancos. Vivienda exterior muy luminosa con ascensor a cota 0 sin barreras arquitectonicas. Abstenerse inmobiliarias.",0
"API DIPUTACION, 4 HABITALE, VENDE MAGNIFICO DUPLEX DE 300 M2 EN BEGOÑA, JUNTO A LA BASILICA. Planta quinta y sexta. Orientacion, Norte y Oeste dominando unas esplendidas vistas despejadas, presididas por la imponente Basilica de Nuestra Sra. de Begoña. Edificio historico de 1915, rehabilitado integramente en 1990, dotado de ascensor a cota cero con acceso para personas con movilidad reducida, esplendida escalera de marmol con lucernario. Un autentico lujo. La vivienda tiene una superficie construida de 300 metros cuadrados y util de 280m2. Dos plantas con entradas independientes y posibilidad de segregacion, quedando dos viviendas independientes. La planta quinta de 174 metros cuadrados cuenta con doble puerta de entrada, y esta distribuida en amplio Hall con gabanero, una habitacion, suite de 40 m² con baño incorporado con bañera tipo jacuzzi y ventanal doble exterior, zona de estar, armario empotrado; el hall da paso a un gran gran salon comedor con dos ventanales con instalacion de tiro de chimenea. Junto a las escaleras de acceso a la planta superior se accede a una amplia cocina totalmente equipada, con isla, y con salida a una terraza con magnificas vistas despejadas y gran luminosidad. Aseo. Hall en la puerta de servicio con armario zapatero. En la planta superior de 127 metros cuadrados, la vivienda dispone de cuatro habitaciones, dos de ellas con baño incorporado y otra con vestidor. Todas las habitaciones, aun siendo parcialmente abuhardilladas disponen de ventana vertical en la pared. Esta planta tiene salida independiente a la escalera. Dispone de calefaccion central con radiadores de hierro forjado y agua caliente central con contador individual. Incluido en el precio dispone de un trastero de 7 metros cuadrados, situado en la primera planta del edificio. De forma opcional se ofrece parcela de garaje para coche grande con acceso directo en planta baja, no incluido en el precio. La zona cuenta con todo tipo de servicios, comercios, parques y transportes con parada de Metro Santutxu a escasos 10 minutos andando y paradas de autobus.",0
"Piso en venta en Txurdinaga – con garaje cerrado y muchisima luz Desde Inmobiliaria Villaro, te presentamos esta fantastica oportunidad en Txurdinaga, a un paso de la boca de metro de Zabalbide y muy proximo al centro de Santutxu. Una ubicacion ideal: zona tranquila, rodeada de jardines, pero con todos los servicios cerca. Se trata de una primera planta con ascensor, con acceso al portal y al ascensor a cota cero, perfecta para todas las edades. La vivienda es totalmente exterior, con orientacion Este y Sur, lo que le proporciona muchisima luz natural y sol durante todo el dia, incluso siendo un primero. Distribucion actual (100 m² construidos, planta cuadrada): Hall de entrada con armario empotrado 3 habitaciones Salon comedor con salida a terraza Cocina Cuarto de baño El edificio cuenta con calefaccion y agua caliente central con contadores individuales. Los gastos de comunidad son de tan solo 98 €. La vivienda necesita reforma integral, pero ofrece un gran potencial: es luminosa, soleada y con una distribucion muy comoda. Con una buena reforma puede transformarse en un piso espectacular. En el video del anuncio hemos incorporado imagenes virtuales del salon, cocina y baño reformados, para que puedas inspirarte y visualizar como quedaria tu futuro hogar. Ademas, entrando en nuestra pagina web podras disfrutar de un video virtual y pasearte por la vivienda, recorriendo cada estancia como si estuvieras dentro. Esta es tu oportunidad de darle tu toque personal y convertirlo en la vivienda de tus sueños. Extras: Incluye parcela de garaje cerrada en el garaje contiguo, un valor añadido muy importante en la zona.",0
"TRECEHOME INMOBILIARIA pone a la venta de 48 viviendas y 106 garajes de obra nueva en Otxarkoaga. Se trata de una promocion de pisos a estrenar de 1,2 y 3dormitorios, con posibilidad de garaje y trastero, en una urbanizacion privada con acabados modernos y altas calidades. Cerca del metro y de todos los servicios necesarios.",1
"TRECEHOME INMOBILIARIA pone a la venta de 48 viviendas y 106 garajes de obra nueva en Otxarkoaga. Se trata de una promocion de pisos a estrenar de 1,2 y 3dormitorios, con posibilidad de garaje y trastero, en una urbanizacion privada con acabados modernos y altas calidades. Cerca del metro y de todos los servicios necesarios.",1
"TRECEHOME INMOBILIARIA pone a la venta de 48 viviendas y 106 garajes de obra nueva en Otxarkoaga. Se trata de una promocion de pisos a estrenar de 1,2 y 3dormitorios, con posibilidad de garaje y trastero, en una urbanizacion privada con acabados modernos y altas calidades. Cerca del metro y de todos los servicios necesarios.",1
"Esparta Inmobiliaria vende piso en Bilbao. Actualmente esta alquilado y se vende en esa situacion INMUEBLE EN RENTABILIDAD Se trata de un piso de 106 metros cuadrados con salon, cocina, 4 habitaciones y 3 baños.",1
"TRECEHOME INMOBILIARIA pone a la venta de 48 viviendas y 106 garajes de obra nueva en Otxarkoaga. Se trata de una promocion de pisos a estrenar de 1,2 y 3dormitorios, con posibilidad de garaje y trastero, en una urbanizacion privada con acabados modernos y altas calidades. Cerca del metro y de todos los servicios necesarios.",1
"TRECEHOME INMOBILIARIA pone a la venta de 48 viviendas y 106 garajes de obra nueva en Otxarkoaga. Se trata de una promocion de pisos a estrenar de 1,2 y 3dormitorios, con posibilidad de garaje y trastero, en una urbanizacion privada con acabados modernos y altas calidades. Cerca del metro y de todos los servicios necesarios.",1
"TRECEHOME INMOBILIARIA pone a la venta de 48 viviendas y 106 garajes de obra nueva en Otxarkoaga. Se trata de una promocion de pisos a estrenar de 1,2 y 3dormitorios, con posibilidad de garaje y trastero, en una urbanizacion privada con acabados modernos y altas calidades. Cerca del metro y de todos los servicios necesarios.",1
"TRECEHOME INMOBILIARIA pone a la venta de 48 viviendas y 106 garajes de obra nueva en Otxarkoaga. Se trata de una promocion de pisos a estrenar de 1,2 y 3dormitorios, con posibilidad de garaje y trastero, en una urbanizacion privada con acabados modernos y altas calidades. Cerca del metro y de todos los servicios necesarios.",1
"TRECEHOME INMOBILIARIA pone a la venta de 48 viviendas y 106 garajes de obra nueva en Otxarkoaga. Se trata de una promocion de pisos a estrenar de 1,2 y 3dormitorios, con posibilidad de garaje y trastero, en una urbanizacion privada con acabados modernos y altas calidades. Cerca del metro y de todos los servicios necesarios.",1
